sources,destinations,w,timestamps,edge_idxs,review_date
538.0,539.0,2.321928094887362,961459200.0,444.0,2000-06-20
500.0,63.0,2.321928094887362,961545600.0,445.0,2000-06-21
540.0,541.0,1.584962500721156,961545600.0,446.0,2000-06-21
542.0,543.0,2.0,961545600.0,447.0,2000-06-21
544.0,545.0,2.321928094887362,961632000.0,448.0,2000-06-22
546.0,547.0,2.321928094887362,961718400.0,449.0,2000-06-23
548.0,549.0,2.321928094887362,961718400.0,450.0,2000-06-23
550.0,31.0,2.321928094887362,961718400.0,451.0,2000-06-23
298.0,551.0,2.321928094887362,961718400.0,452.0,2000-06-23
552.0,553.0,2.321928094887362,961804800.0,453.0,2000-06-24
554.0,483.0,1.584962500721156,961804800.0,454.0,2000-06-24
0.0,325.0,2.321928094887362,961804800.0,455.0,2000-06-24
555.0,556.0,2.321928094887362,961804800.0,456.0,2000-06-24
557.0,359.0,1.584962500721156,961804800.0,457.0,2000-06-24
558.0,559.0,2.0,961891200.0,458.0,2000-06-25
558.0,219.0,2.0,961891200.0,459.0,2000-06-25
558.0,560.0,2.321928094887362,961891200.0,460.0,2000-06-25
522.0,359.0,2.321928094887362,961977600.0,461.0,2000-06-26
522.0,543.0,2.321928094887362,961977600.0,462.0,2000-06-26
561.0,562.0,2.321928094887362,962064000.0,463.0,2000-06-27
380.0,563.0,2.321928094887362,962064000.0,464.0,2000-06-27
11.0,564.0,2.321928094887362,962064000.0,465.0,2000-06-27
565.0,350.0,2.321928094887362,962064000.0,466.0,2000-06-27
566.0,345.0,2.321928094887362,962236800.0,467.0,2000-06-29
415.0,567.0,2.321928094887362,962236800.0,468.0,2000-06-29
568.0,310.0,1.584962500721156,962236800.0,469.0,2000-06-29
558.0,31.0,2.0,962236800.0,470.0,2000-06-29
415.0,569.0,2.0,962236800.0,471.0,2000-06-29
570.0,325.0,2.321928094887362,962236800.0,472.0,2000-06-29
571.0,306.0,2.321928094887362,962323200.0,473.0,2000-06-30
558.0,140.0,1.0,962323200.0,474.0,2000-06-30
572.0,573.0,2.321928094887362,962323200.0,475.0,2000-06-30
574.0,575.0,2.0,962409600.0,476.0,2000-07-01
361.0,576.0,2.321928094887362,962496000.0,477.0,2000-07-02
361.0,577.0,2.321928094887362,962496000.0,478.0,2000-07-02
578.0,394.0,2.321928094887362,962496000.0,479.0,2000-07-02
579.0,580.0,0.0,962496000.0,480.0,2000-07-02
581.0,394.0,2.321928094887362,962496000.0,481.0,2000-07-02
558.0,582.0,2.0,962582400.0,482.0,2000-07-03
583.0,584.0,2.321928094887362,962582400.0,483.0,2000-07-03
585.0,477.0,2.321928094887362,962582400.0,484.0,2000-07-03
586.0,432.0,1.584962500721156,962755200.0,485.0,2000-07-05
552.0,587.0,2.321928094887362,962755200.0,486.0,2000-07-05
588.0,63.0,1.0,962755200.0,487.0,2000-07-05
589.0,297.0,1.0,962755200.0,488.0,2000-07-05
586.0,345.0,0.0,962755200.0,489.0,2000-07-05
590.0,591.0,2.321928094887362,962841600.0,490.0,2000-07-06
592.0,593.0,2.321928094887362,962841600.0,491.0,2000-07-06
294.0,78.0,2.0,962841600.0,492.0,2000-07-06
594.0,595.0,2.321928094887362,962841600.0,493.0,2000-07-06
596.0,597.0,0.0,962928000.0,494.0,2000-07-07
589.0,598.0,2.321928094887362,963014400.0,495.0,2000-07-08
395.0,599.0,2.321928094887362,963014400.0,496.0,2000-07-08
600.0,601.0,1.0,963014400.0,497.0,2000-07-08
234.0,602.0,2.321928094887362,963014400.0,498.0,2000-07-08
481.0,350.0,2.321928094887362,963014400.0,499.0,2000-07-08
603.0,604.0,2.321928094887362,963014400.0,500.0,2000-07-08
605.0,394.0,1.584962500721156,963100800.0,501.0,2000-07-09
558.0,606.0,1.0,963100800.0,502.0,2000-07-09
607.0,244.0,2.321928094887362,963100800.0,503.0,2000-07-09
558.0,608.0,1.584962500721156,963100800.0,504.0,2000-07-09
383.0,247.0,2.321928094887362,963100800.0,505.0,2000-07-09
609.0,610.0,2.321928094887362,963100800.0,506.0,2000-07-09
353.0,611.0,2.321928094887362,963187200.0,507.0,2000-07-10
353.0,612.0,2.321928094887362,963187200.0,508.0,2000-07-10
353.0,350.0,2.321928094887362,963187200.0,509.0,2000-07-10
353.0,249.0,2.321928094887362,963187200.0,510.0,2000-07-10
613.0,614.0,1.584962500721156,963187200.0,511.0,2000-07-10
615.0,616.0,1.0,963187200.0,512.0,2000-07-10
617.0,325.0,2.321928094887362,963187200.0,513.0,2000-07-10
353.0,618.0,2.321928094887362,963187200.0,514.0,2000-07-10
619.0,620.0,2.0,963273600.0,515.0,2000-07-11
621.0,622.0,2.321928094887362,963273600.0,516.0,2000-07-11
245.0,503.0,2.321928094887362,963273600.0,517.0,2000-07-11
558.0,623.0,2.0,963360000.0,518.0,2000-07-12
383.0,624.0,2.321928094887362,963360000.0,519.0,2000-07-12
625.0,626.0,2.0,963360000.0,520.0,2000-07-12
558.0,627.0,2.0,963360000.0,521.0,2000-07-12
383.0,628.0,2.321928094887362,963360000.0,522.0,2000-07-12
625.0,629.0,2.0,963360000.0,523.0,2000-07-12
630.0,631.0,2.321928094887362,963446400.0,524.0,2000-07-13
397.0,632.0,1.584962500721156,963446400.0,525.0,2000-07-13
633.0,274.0,2.321928094887362,963446400.0,526.0,2000-07-13
625.0,363.0,2.321928094887362,963446400.0,527.0,2000-07-13
625.0,412.0,1.584962500721156,963446400.0,528.0,2000-07-13
634.0,274.0,2.321928094887362,963446400.0,529.0,2000-07-13
500.0,635.0,2.321928094887362,963532800.0,530.0,2000-07-14
427.0,636.0,2.321928094887362,963532800.0,531.0,2000-07-14
637.0,638.0,1.0,963619200.0,532.0,2000-07-15
639.0,51.0,2.321928094887362,963619200.0,533.0,2000-07-15
558.0,640.0,1.584962500721156,963792000.0,534.0,2000-07-17
558.0,641.0,2.0,963792000.0,535.0,2000-07-17
642.0,643.0,2.0,963792000.0,536.0,2000-07-17
558.0,644.0,2.0,963792000.0,537.0,2000-07-17
558.0,645.0,1.584962500721156,963792000.0,538.0,2000-07-17
586.0,319.0,1.584962500721156,963878400.0,539.0,2000-07-18
646.0,647.0,2.0,963878400.0,540.0,2000-07-18
586.0,562.0,2.321928094887362,963878400.0,541.0,2000-07-18
613.0,614.0,2.0,963878400.0,542.0,2000-07-18
413.0,648.0,2.0,963964800.0,543.0,2000-07-19
554.0,649.0,2.321928094887362,963964800.0,544.0,2000-07-19
413.0,12.0,2.0,963964800.0,545.0,2000-07-19
126.0,551.0,2.321928094887362,963964800.0,546.0,2000-07-19
650.0,84.0,1.584962500721156,964051200.0,547.0,2000-07-20
651.0,78.0,2.0,964051200.0,548.0,2000-07-20
652.0,653.0,2.0,964051200.0,549.0,2000-07-20
654.0,655.0,2.321928094887362,964137600.0,550.0,2000-07-21
654.0,656.0,2.321928094887362,964137600.0,551.0,2000-07-21
344.0,657.0,1.584962500721156,964137600.0,552.0,2000-07-21
9.0,533.0,2.321928094887362,964137600.0,553.0,2000-07-21
383.0,658.0,2.0,964224000.0,554.0,2000-07-22
659.0,458.0,2.321928094887362,964224000.0,555.0,2000-07-22
660.0,661.0,2.321928094887362,964310400.0,556.0,2000-07-23
383.0,63.0,2.0,964310400.0,557.0,2000-07-23
662.0,663.0,1.0,964310400.0,558.0,2000-07-23
198.0,664.0,2.321928094887362,964310400.0,559.0,2000-07-23
665.0,666.0,2.321928094887362,964396800.0,560.0,2000-07-24
667.0,668.0,2.0,964396800.0,561.0,2000-07-24
353.0,493.0,2.321928094887362,964483200.0,562.0,2000-07-25
353.0,396.0,2.321928094887362,964483200.0,563.0,2000-07-25
669.0,325.0,2.0,964483200.0,564.0,2000-07-25
234.0,63.0,2.321928094887362,964569600.0,565.0,2000-07-26
670.0,671.0,0.0,964569600.0,566.0,2000-07-26
613.0,672.0,2.0,964569600.0,567.0,2000-07-26
673.0,640.0,2.321928094887362,964569600.0,568.0,2000-07-26
674.0,675.0,0.0,964569600.0,569.0,2000-07-26
676.0,587.0,2.321928094887362,964656000.0,570.0,2000-07-27
677.0,19.0,2.0,964742400.0,571.0,2000-07-28
678.0,463.0,2.321928094887362,964742400.0,572.0,2000-07-28
679.0,675.0,2.0,964828800.0,573.0,2000-07-29
234.0,680.0,2.321928094887362,964828800.0,574.0,2000-07-29
681.0,682.0,1.0,964915200.0,575.0,2000-07-30
550.0,683.0,2.0,965001600.0,576.0,2000-07-31
550.0,647.0,2.0,965001600.0,577.0,2000-07-31
684.0,685.0,2.321928094887362,965001600.0,578.0,2000-07-31
686.0,274.0,2.0,965088000.0,579.0,2000-08-01
687.0,688.0,2.0,965088000.0,580.0,2000-08-01
689.0,306.0,2.321928094887362,965088000.0,581.0,2000-08-01
669.0,78.0,2.321928094887362,965088000.0,582.0,2000-08-01
687.0,690.0,2.321928094887362,965088000.0,583.0,2000-08-01
637.0,63.0,0.0,965088000.0,584.0,2000-08-01
669.0,174.0,2.321928094887362,965088000.0,585.0,2000-08-01
691.0,274.0,2.0,965088000.0,586.0,2000-08-01
692.0,350.0,1.584962500721156,965088000.0,587.0,2000-08-01
669.0,185.0,2.321928094887362,965088000.0,588.0,2000-08-01
669.0,100.0,2.321928094887362,965088000.0,589.0,2000-08-01
669.0,185.0,2.321928094887362,965088000.0,590.0,2000-08-01
669.0,100.0,2.321928094887362,965088000.0,591.0,2000-08-01
693.0,587.0,2.321928094887362,965174400.0,592.0,2000-08-02
694.0,401.0,2.321928094887362,965174400.0,593.0,2000-08-02
225.0,657.0,2.0,965174400.0,594.0,2000-08-02
695.0,274.0,2.321928094887362,965260800.0,595.0,2000-08-03
696.0,680.0,2.321928094887362,965260800.0,596.0,2000-08-03
695.0,697.0,2.321928094887362,965260800.0,597.0,2000-08-03
695.0,698.0,2.321928094887362,965260800.0,598.0,2000-08-03
695.0,699.0,2.321928094887362,965260800.0,599.0,2000-08-03
700.0,59.0,2.0,965347200.0,600.0,2000-08-04
701.0,345.0,1.584962500721156,965347200.0,601.0,2000-08-04
427.0,702.0,2.321928094887362,965347200.0,602.0,2000-08-04
695.0,345.0,0.0,965347200.0,603.0,2000-08-04
703.0,690.0,2.321928094887362,965433600.0,604.0,2000-08-05
679.0,310.0,1.0,965433600.0,605.0,2000-08-05
704.0,705.0,0.0,965520000.0,606.0,2000-08-06
706.0,526.0,2.321928094887362,965520000.0,607.0,2000-08-06
707.0,610.0,2.0,965520000.0,608.0,2000-08-06
524.0,708.0,2.0,965606400.0,609.0,2000-08-07
695.0,709.0,2.0,965606400.0,610.0,2000-08-07
695.0,710.0,0.0,965606400.0,611.0,2000-08-07
524.0,711.0,2.0,965606400.0,612.0,2000-08-07
695.0,712.0,2.321928094887362,965606400.0,613.0,2000-08-07
695.0,713.0,2.321928094887362,965606400.0,614.0,2000-08-07
695.0,714.0,2.321928094887362,965606400.0,615.0,2000-08-07
524.0,350.0,2.321928094887362,965606400.0,616.0,2000-08-07
715.0,716.0,2.0,965606400.0,617.0,2000-08-07
717.0,328.0,2.321928094887362,965692800.0,618.0,2000-08-08
406.0,718.0,2.321928094887362,965692800.0,619.0,2000-08-08
719.0,720.0,2.0,965692800.0,620.0,2000-08-08
721.0,722.0,2.321928094887362,965692800.0,621.0,2000-08-08
669.0,151.0,2.0,965865600.0,622.0,2000-08-10
669.0,723.0,2.0,965865600.0,623.0,2000-08-10
524.0,632.0,2.321928094887362,965865600.0,624.0,2000-08-10
245.0,217.0,2.321928094887362,965865600.0,625.0,2000-08-10
669.0,724.0,1.584962500721156,965865600.0,626.0,2000-08-10
669.0,725.0,2.321928094887362,965865600.0,627.0,2000-08-10
726.0,727.0,1.584962500721156,965865600.0,628.0,2000-08-10
372.0,702.0,2.0,965865600.0,629.0,2000-08-10
728.0,394.0,0.0,965865600.0,630.0,2000-08-10
669.0,531.0,2.321928094887362,965865600.0,631.0,2000-08-10
524.0,345.0,2.321928094887362,965952000.0,632.0,2000-08-11
729.0,730.0,2.0,965952000.0,633.0,2000-08-11
731.0,732.0,2.321928094887362,965952000.0,634.0,2000-08-11
731.0,515.0,2.0,965952000.0,635.0,2000-08-11
524.0,63.0,2.321928094887362,965952000.0,636.0,2000-08-11
524.0,560.0,2.321928094887362,965952000.0,637.0,2000-08-11
731.0,733.0,1.584962500721156,965952000.0,638.0,2000-08-11
731.0,734.0,2.321928094887362,965952000.0,639.0,2000-08-11
731.0,494.0,2.321928094887362,965952000.0,640.0,2000-08-11
735.0,556.0,2.321928094887362,966038400.0,641.0,2000-08-12
736.0,737.0,2.321928094887362,966038400.0,642.0,2000-08-12
738.0,608.0,2.0,966038400.0,643.0,2000-08-12
736.0,739.0,2.0,966038400.0,644.0,2000-08-12
550.0,725.0,2.0,966124800.0,645.0,2000-08-13
740.0,741.0,2.321928094887362,966124800.0,646.0,2000-08-13
550.0,423.0,1.584962500721156,966124800.0,647.0,2000-08-13
742.0,743.0,1.584962500721156,966124800.0,648.0,2000-08-13
11.0,86.0,2.0,966211200.0,649.0,2000-08-14
11.0,187.0,2.0,966211200.0,650.0,2000-08-14
11.0,744.0,2.0,966211200.0,651.0,2000-08-14
736.0,745.0,2.321928094887362,966211200.0,652.0,2000-08-14
746.0,747.0,1.0,966297600.0,653.0,2000-08-15
748.0,587.0,2.321928094887362,966297600.0,654.0,2000-08-15
749.0,750.0,1.584962500721156,966297600.0,655.0,2000-08-15
751.0,306.0,2.321928094887362,966297600.0,656.0,2000-08-15
565.0,752.0,2.321928094887362,966297600.0,657.0,2000-08-15
625.0,412.0,1.584962500721156,966297600.0,658.0,2000-08-15
234.0,753.0,2.321928094887362,966297600.0,659.0,2000-08-15
754.0,755.0,2.0,966384000.0,660.0,2000-08-16
736.0,311.0,2.321928094887362,966384000.0,661.0,2000-08-16
225.0,756.0,2.321928094887362,966384000.0,662.0,2000-08-16
757.0,601.0,2.0,966384000.0,663.0,2000-08-16
758.0,759.0,1.0,966384000.0,664.0,2000-08-16
669.0,560.0,2.0,966470400.0,665.0,2000-08-17
630.0,682.0,2.321928094887362,966470400.0,666.0,2000-08-17
760.0,761.0,0.0,966556800.0,667.0,2000-08-18
225.0,762.0,2.0,966556800.0,668.0,2000-08-18
372.0,763.0,2.0,966556800.0,669.0,2000-08-18
764.0,345.0,2.321928094887362,966556800.0,670.0,2000-08-18
765.0,766.0,2.321928094887362,966556800.0,671.0,2000-08-18
220.0,655.0,2.321928094887362,966643200.0,672.0,2000-08-19
220.0,656.0,2.321928094887362,966643200.0,673.0,2000-08-19
767.0,547.0,2.0,966643200.0,674.0,2000-08-19
403.0,533.0,2.321928094887362,966643200.0,675.0,2000-08-19
594.0,362.0,1.584962500721156,966643200.0,676.0,2000-08-19
767.0,768.0,2.0,966643200.0,677.0,2000-08-19
225.0,123.0,1.0,966643200.0,678.0,2000-08-19
220.0,769.0,2.321928094887362,966643200.0,679.0,2000-08-19
558.0,770.0,1.584962500721156,966729600.0,680.0,2000-08-20
558.0,771.0,2.0,966729600.0,681.0,2000-08-20
679.0,772.0,2.321928094887362,966729600.0,682.0,2000-08-20
558.0,620.0,2.0,966729600.0,683.0,2000-08-20
773.0,743.0,2.321928094887362,966816000.0,684.0,2000-08-21
774.0,174.0,2.0,966816000.0,685.0,2000-08-21
550.0,775.0,2.321928094887362,966816000.0,686.0,2000-08-21
776.0,27.0,2.0,966816000.0,687.0,2000-08-21
777.0,778.0,2.0,966816000.0,688.0,2000-08-21
779.0,663.0,2.321928094887362,966816000.0,689.0,2000-08-21
234.0,668.0,2.0,966902400.0,690.0,2000-08-22
736.0,780.0,2.321928094887362,966902400.0,691.0,2000-08-22
758.0,781.0,2.321928094887362,966988800.0,692.0,2000-08-23
669.0,782.0,1.0,966988800.0,693.0,2000-08-23
91.0,569.0,1.584962500721156,966988800.0,694.0,2000-08-23
783.0,78.0,2.321928094887362,967075200.0,695.0,2000-08-24
758.0,759.0,0.0,967075200.0,696.0,2000-08-24
11.0,784.0,2.321928094887362,967075200.0,697.0,2000-08-24
372.0,785.0,2.321928094887362,967161600.0,698.0,2000-08-25
361.0,786.0,0.0,967161600.0,699.0,2000-08-25
225.0,787.0,2.321928094887362,967161600.0,700.0,2000-08-25
788.0,741.0,2.0,967161600.0,701.0,2000-08-25
736.0,789.0,2.321928094887362,967161600.0,702.0,2000-08-25
736.0,790.0,1.584962500721156,967161600.0,703.0,2000-08-25
791.0,432.0,2.321928094887362,967161600.0,704.0,2000-08-25
378.0,612.0,2.321928094887362,967248000.0,705.0,2000-08-26
361.0,792.0,2.321928094887362,967248000.0,706.0,2000-08-26
793.0,794.0,2.321928094887362,967334400.0,707.0,2000-08-27
795.0,6.0,2.321928094887362,967334400.0,708.0,2000-08-27
500.0,796.0,2.321928094887362,967334400.0,709.0,2000-08-27
797.0,350.0,2.321928094887362,967420800.0,710.0,2000-08-28
798.0,78.0,1.584962500721156,967420800.0,711.0,2000-08-28
478.0,799.0,0.0,967420800.0,712.0,2000-08-28
740.0,800.0,2.321928094887362,967507200.0,713.0,2000-08-29
740.0,612.0,2.321928094887362,967507200.0,714.0,2000-08-29
801.0,123.0,2.321928094887362,967593600.0,715.0,2000-08-30
802.0,492.0,2.321928094887362,967593600.0,716.0,2000-08-30
803.0,804.0,2.321928094887362,967680000.0,717.0,2000-08-31
245.0,805.0,2.321928094887362,967680000.0,718.0,2000-08-31
22.0,63.0,2.0,967766400.0,719.0,2000-09-01
806.0,807.0,2.0,967766400.0,720.0,2000-09-01
808.0,421.0,2.321928094887362,967852800.0,721.0,2000-09-02
809.0,6.0,2.321928094887362,967852800.0,722.0,2000-09-02
810.0,811.0,2.321928094887362,967939200.0,723.0,2000-09-03
400.0,812.0,2.321928094887362,967939200.0,724.0,2000-09-03
561.0,813.0,2.321928094887362,967939200.0,725.0,2000-09-03
814.0,815.0,2.321928094887362,967939200.0,726.0,2000-09-03
816.0,817.0,2.321928094887362,968025600.0,727.0,2000-09-04
818.0,238.0,2.321928094887362,968025600.0,728.0,2000-09-04
819.0,820.0,0.0,968025600.0,729.0,2000-09-04
307.0,187.0,2.321928094887362,968025600.0,730.0,2000-09-04
413.0,821.0,1.584962500721156,968025600.0,731.0,2000-09-04
726.0,78.0,2.0,968025600.0,732.0,2000-09-04
822.0,533.0,2.321928094887362,968025600.0,733.0,2000-09-04
289.0,815.0,2.321928094887362,968025600.0,734.0,2000-09-04
801.0,725.0,2.321928094887362,968112000.0,735.0,2000-09-05
801.0,350.0,2.321928094887362,968112000.0,736.0,2000-09-05
68.0,325.0,2.321928094887362,968112000.0,737.0,2000-09-05
823.0,824.0,2.0,968112000.0,738.0,2000-09-05
500.0,249.0,2.321928094887362,968112000.0,739.0,2000-09-05
554.0,86.0,2.0,968112000.0,740.0,2000-09-05
679.0,274.0,1.584962500721156,968112000.0,741.0,2000-09-05
68.0,328.0,2.321928094887362,968112000.0,742.0,2000-09-05
825.0,78.0,0.0,968112000.0,743.0,2000-09-05
826.0,827.0,2.321928094887362,968112000.0,744.0,2000-09-05
828.0,829.0,2.321928094887362,968198400.0,745.0,2000-09-06
830.0,831.0,1.0,968198400.0,746.0,2000-09-06
832.0,829.0,2.321928094887362,968284800.0,747.0,2000-09-07
833.0,328.0,2.0,968284800.0,748.0,2000-09-07
669.0,602.0,2.321928094887362,968284800.0,749.0,2000-09-07
522.0,618.0,2.321928094887362,968371200.0,750.0,2000-09-08
522.0,405.0,2.321928094887362,968371200.0,751.0,2000-09-08
834.0,835.0,2.321928094887362,968371200.0,752.0,2000-09-08
522.0,836.0,2.321928094887362,968371200.0,753.0,2000-09-08
225.0,837.0,0.0,968457600.0,754.0,2000-09-09
225.0,838.0,1.584962500721156,968457600.0,755.0,2000-09-09
225.0,163.0,2.321928094887362,968457600.0,756.0,2000-09-09
234.0,839.0,2.321928094887362,968544000.0,757.0,2000-09-10
840.0,841.0,2.321928094887362,968544000.0,758.0,2000-09-10
501.0,408.0,2.321928094887362,968716800.0,759.0,2000-09-12
842.0,442.0,2.321928094887362,968803200.0,760.0,2000-09-13
437.0,843.0,2.0,968803200.0,761.0,2000-09-13
844.0,657.0,1.584962500721156,968803200.0,762.0,2000-09-13
845.0,846.0,1.584962500721156,968889600.0,763.0,2000-09-14
847.0,848.0,0.0,968976000.0,764.0,2000-09-15
847.0,325.0,2.321928094887362,968976000.0,765.0,2000-09-15
849.0,274.0,2.321928094887362,968976000.0,766.0,2000-09-15
850.0,851.0,2.321928094887362,968976000.0,767.0,2000-09-15
679.0,78.0,1.584962500721156,969062400.0,768.0,2000-09-16
679.0,602.0,2.0,969062400.0,769.0,2000-09-16
300.0,528.0,0.0,969062400.0,770.0,2000-09-16
810.0,345.0,2.321928094887362,969148800.0,771.0,2000-09-17
852.0,853.0,1.0,969235200.0,772.0,2000-09-18
854.0,855.0,2.0,969235200.0,773.0,2000-09-18
856.0,857.0,2.0,969235200.0,774.0,2000-09-18
858.0,608.0,2.0,969235200.0,775.0,2000-09-18
859.0,860.0,2.321928094887362,969321600.0,776.0,2000-09-19
850.0,861.0,2.321928094887362,969321600.0,777.0,2000-09-19
546.0,855.0,2.0,969321600.0,778.0,2000-09-19
862.0,690.0,2.321928094887362,969321600.0,779.0,2000-09-19
803.0,863.0,1.0,969321600.0,780.0,2000-09-19
864.0,533.0,2.321928094887362,969321600.0,781.0,2000-09-19
18.0,635.0,2.321928094887362,969408000.0,782.0,2000-09-20
865.0,861.0,2.321928094887362,969408000.0,783.0,2000-09-20
18.0,866.0,2.321928094887362,969408000.0,784.0,2000-09-20
760.0,359.0,2.321928094887362,969408000.0,785.0,2000-09-20
669.0,560.0,2.0,969408000.0,786.0,2000-09-20
669.0,560.0,2.0,969408000.0,787.0,2000-09-20
91.0,489.0,2.321928094887362,969494400.0,788.0,2000-09-21
867.0,868.0,2.0,969494400.0,789.0,2000-09-21
869.0,846.0,2.321928094887362,969494400.0,790.0,2000-09-21
870.0,591.0,2.321928094887362,969580800.0,791.0,2000-09-22
870.0,871.0,2.321928094887362,969580800.0,792.0,2000-09-22
83.0,351.0,2.321928094887362,969580800.0,793.0,2000-09-22
83.0,872.0,2.321928094887362,969580800.0,794.0,2000-09-22
873.0,610.0,2.321928094887362,969580800.0,795.0,2000-09-22
870.0,426.0,2.0,969580800.0,796.0,2000-09-22
696.0,49.0,2.321928094887362,969667200.0,797.0,2000-09-23
874.0,875.0,1.584962500721156,969667200.0,798.0,2000-09-23
810.0,813.0,2.0,969753600.0,799.0,2000-09-24
583.0,861.0,1.584962500721156,969753600.0,800.0,2000-09-24
378.0,301.0,2.321928094887362,969753600.0,801.0,2000-09-24
498.0,876.0,2.321928094887362,969753600.0,802.0,2000-09-24
877.0,878.0,2.0,969840000.0,803.0,2000-09-25
679.0,63.0,2.0,969840000.0,804.0,2000-09-25
365.0,135.0,2.321928094887362,969926400.0,805.0,2000-09-26
879.0,744.0,2.321928094887362,969926400.0,806.0,2000-09-26
880.0,301.0,2.321928094887362,969926400.0,807.0,2000-09-26
810.0,881.0,2.0,970012800.0,808.0,2000-09-27
882.0,883.0,0.0,970012800.0,809.0,2000-09-27
884.0,533.0,2.321928094887362,970012800.0,810.0,2000-09-27
885.0,872.0,2.0,970012800.0,811.0,2000-09-27
372.0,325.0,2.0,970012800.0,812.0,2000-09-27
679.0,350.0,2.321928094887362,970099200.0,813.0,2000-09-28
172.0,886.0,2.321928094887362,970099200.0,814.0,2000-09-28
887.0,345.0,2.321928094887362,970185600.0,815.0,2000-09-29
399.0,861.0,1.584962500721156,970185600.0,816.0,2000-09-29
888.0,889.0,2.0,970185600.0,817.0,2000-09-29
498.0,78.0,2.321928094887362,970272000.0,818.0,2000-09-30
749.0,12.0,2.321928094887362,970358400.0,819.0,2000-10-01
406.0,827.0,2.321928094887362,970358400.0,820.0,2000-10-01
890.0,610.0,2.321928094887362,970358400.0,821.0,2000-10-01
891.0,892.0,2.321928094887362,970444800.0,822.0,2000-10-02
891.0,790.0,2.321928094887362,970444800.0,823.0,2000-10-02
893.0,526.0,2.321928094887362,970444800.0,824.0,2000-10-02
891.0,894.0,2.321928094887362,970444800.0,825.0,2000-10-02
893.0,895.0,2.321928094887362,970444800.0,826.0,2000-10-02
594.0,896.0,2.0,970444800.0,827.0,2000-10-02
897.0,898.0,2.321928094887362,970444800.0,828.0,2000-10-02
679.0,827.0,2.321928094887362,970444800.0,829.0,2000-10-02
899.0,900.0,0.0,970531200.0,830.0,2000-10-03
899.0,901.0,2.321928094887362,970531200.0,831.0,2000-10-03
902.0,345.0,2.321928094887362,970531200.0,832.0,2000-10-03
903.0,680.0,2.321928094887362,970531200.0,833.0,2000-10-03
899.0,904.0,2.0,970531200.0,834.0,2000-10-03
905.0,533.0,2.321928094887362,970617600.0,835.0,2000-10-04
906.0,84.0,2.321928094887362,970704000.0,836.0,2000-10-05
893.0,907.0,2.321928094887362,970704000.0,837.0,2000-10-05
893.0,908.0,2.0,970704000.0,838.0,2000-10-05
909.0,345.0,2.321928094887362,970704000.0,839.0,2000-10-05
893.0,910.0,2.321928094887362,970790400.0,840.0,2000-10-06
893.0,911.0,2.321928094887362,970790400.0,841.0,2000-10-06
893.0,462.0,1.584962500721156,970790400.0,842.0,2000-10-06
893.0,912.0,1.584962500721156,970790400.0,843.0,2000-10-06
913.0,394.0,0.0,970790400.0,844.0,2000-10-06
893.0,910.0,2.321928094887362,970790400.0,845.0,2000-10-06
914.0,690.0,2.321928094887362,970790400.0,846.0,2000-10-06
893.0,338.0,2.0,970790400.0,847.0,2000-10-06
915.0,916.0,2.321928094887362,970876800.0,848.0,2000-10-07
917.0,918.0,2.321928094887362,970876800.0,849.0,2000-10-07
919.0,920.0,1.0,970963200.0,850.0,2000-10-08
383.0,861.0,2.0,970963200.0,851.0,2000-10-08
234.0,921.0,2.321928094887362,970963200.0,852.0,2000-10-08
922.0,923.0,2.0,970963200.0,853.0,2000-10-08
924.0,925.0,2.321928094887362,970963200.0,854.0,2000-10-08
760.0,926.0,2.0,971049600.0,855.0,2000-10-09
927.0,450.0,0.0,971049600.0,856.0,2000-10-09
928.0,685.0,2.0,971049600.0,857.0,2000-10-09
929.0,930.0,2.0,971049600.0,858.0,2000-10-09
160.0,274.0,2.321928094887362,971136000.0,859.0,2000-10-10
893.0,931.0,2.0,971136000.0,860.0,2000-10-10
893.0,932.0,2.0,971136000.0,861.0,2000-10-10
893.0,933.0,2.321928094887362,971136000.0,862.0,2000-10-10
934.0,904.0,2.0,971136000.0,863.0,2000-10-10
893.0,935.0,2.0,971136000.0,864.0,2000-10-10
893.0,821.0,2.321928094887362,971136000.0,865.0,2000-10-10
934.0,359.0,2.321928094887362,971136000.0,866.0,2000-10-10
936.0,937.0,2.321928094887362,971222400.0,867.0,2000-10-11
899.0,938.0,2.321928094887362,971222400.0,868.0,2000-10-11
939.0,824.0,2.321928094887362,971222400.0,869.0,2000-10-11
940.0,591.0,2.0,971222400.0,870.0,2000-10-11
941.0,274.0,2.321928094887362,971222400.0,871.0,2000-10-11
942.0,612.0,2.321928094887362,971308800.0,872.0,2000-10-12
899.0,943.0,2.321928094887362,971308800.0,873.0,2000-10-12
942.0,944.0,2.321928094887362,971308800.0,874.0,2000-10-12
945.0,752.0,2.321928094887362,971308800.0,875.0,2000-10-12
634.0,946.0,2.321928094887362,971308800.0,876.0,2000-10-12
679.0,947.0,2.0,971308800.0,877.0,2000-10-12
679.0,901.0,2.321928094887362,971395200.0,878.0,2000-10-13
948.0,949.0,2.321928094887362,971395200.0,879.0,2000-10-13
950.0,951.0,2.321928094887362,971395200.0,880.0,2000-10-13
950.0,896.0,2.321928094887362,971395200.0,881.0,2000-10-13
18.0,952.0,2.321928094887362,971395200.0,882.0,2000-10-13
950.0,836.0,2.321928094887362,971395200.0,883.0,2000-10-13
899.0,953.0,0.0,971481600.0,884.0,2000-10-14
